AUC score	Balanced accuracy score	Precision	Recall	species	antibiotic	MOA	case	R1	S1	Rn	Sn	distance	model
0.553800207756233	0.5	0.5	1.0	extend_E_coli	amoxicillin_clavulanate	CWSI	1	133	144	0	508	1.81542043287304	LightGBM
0.470158414127424	0.5	0.5	1.0	extend_E_coli	amoxicillin_clavulanate	CWSI	1	134	144	0	508	1.81542043287304	LightGBM
0.515096087257618	0.5	0.5	1.0	extend_E_coli	amoxicillin_clavulanate	CWSI	1	134	144	0	508	1.81542043287304	LightGBM
0.75853515625	0.6790625	0.611692307692308	0.98375	extend_E_coli	amoxicillin_clavulanate	CWSI	2	115	0	143	525	1.81542043287304	LightGBM
0.7048828125	0.618125	0.568095238095238	0.98375	extend_E_coli	amoxicillin_clavulanate	CWSI	2	115	0	143	525	1.81542043287304	LightGBM
0.678515625	0.65625	0.592592592592593	1.0	extend_E_coli	amoxicillin_clavulanate	CWSI	2	115	0	143	525	1.81542043287304	LightGBM
0.79611328125	0.64875	0.588675213675214	0.98625	extend_E_coli	amoxicillin_clavulanate	CWSI	2	115	0	143	525	1.81542043287304	LightGBM
0.82287109375	0.5728125	0.542983944535669	0.96625	extend_E_coli	amoxicillin_clavulanate	CWSI	2	115	0	143	526	1.81542043287304	LightGBM
0.80646484375	0.6125	0.562417582417582	0.965625	extend_E_coli	amoxicillin_clavulanate	CWSI	2	115	0	143	526	1.81542043287304	LightGBM
0.8503515625	0.5759375	0.543476099251961	0.97375	extend_E_coli	amoxicillin_clavulanate	CWSI	2	115	0	143	526	1.81542043287304	LightGBM
0.793046875	0.65625	0.592592592592593	1.0	extend_E_coli	amoxicillin_clavulanate	CWSI	2	115	0	143	526	1.81542043287304	LightGBM
0.848984375	0.6875	0.615384615384615	1.0	extend_E_coli	amoxicillin_clavulanate	CWSI	2	116	0	143	526	1.81542043287304	LightGBM
0.772044444444445	0.579666666666667	0.548150427350427	0.964	extend_E_coli	amoxicillin_clavulanate	CWSI	2	116	0	144	526	1.81542043287304	LightGBM
0.74806640625	0.61625	0.568253968253968	0.98875	extend_E_coli	amoxicillin_clavulanate	CWSI	3	0	126	143	525	1.81542043287304	LightGBM
0.7108203125	0.585	0.54692118226601	0.984375	extend_E_coli	amoxicillin_clavulanate	CWSI	3	0	126	143	525	1.81542043287304	LightGBM
0.6651953125	0.579375	0.544424831235176	0.968125	extend_E_coli	amoxicillin_clavulanate	CWSI	3	0	126	143	525	1.81542043287304	LightGBM
0.778203125	0.5859375	0.548362068965517	0.9825	extend_E_coli	amoxicillin_clavulanate	CWSI	3	0	126	143	525	1.81542043287304	LightGBM
0.85421875	0.5871875	0.54820197044335	0.983125	extend_E_coli	amoxicillin_clavulanate	CWSI	3	0	126	143	526	1.81542043287304	LightGBM
